Notice Date,Company,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
3/23/2020,Take 5 Department 172,Bexar,Alamo WDA,2,3/22/2020,4/1/2020,San Antonio
3/23/2020,Take 5 Department 73,Dallas,Dallas County WDA,5,3/22/2020,4/8/2020,Duncanville
3/23/2020,Take 5 Department 542,Harris,Gulf Coast WDA,4,3/22/2020,4/7/2020,Katy
3/23/2020,Take 5 Department 544,Harris,Gulf Coast WDA,9,3/22/2020,4/7/2020,Humble
3/23/2020,Take 5 Department 545,Harris,Gulf Coast WDA,3,3/22/2020,4/7/2020,Houston
3/23/2020,Take 5 Department 547,Harris,Gulf Coast WDA,5,3/22/2020,4/7/2020,Deer Park
3/23/2020,Take 5 Department 105,Montgomery,Gulf Coast WDA,6,3/22/2020,4/7/2020,Spring
3/23/2020,Take 5 Department 238,Fort Bend,Gulf Coast WDA,4,3/22/2020,4/8/2020,Missouri City
3/23/2020,Eviti Gaming Headquarters,Travis,Capital Area WDA,183,3/23/2020,4/7/2020,Austin
3/23/2020,Take 5 Department 235,Harris,Gulf Coast WDA,6,3/22/2020,4/8/2020,Houston
3/23/2020,Take 5 Department 205,Harris,Gulf Coast WDA,6,3/22/2020,4/8/2020,Houston
3/23/2020,Take 5 Department 217,Harris,Gulf Coast WDA,4,3/22/2020,4/8/2020,Pasadena
3/23/2020,Take 5 Department 226,Montgomery,Gulf Coast WDA,3,3/22/2020,4/8/2020,Conroe
3/23/2020,Take 5 Department 230,Harris,Gulf Coast WDA,2,3/23/2020,4/8/2020,Pasadena
3/23/2020,Take 5 Department 231,Harris,Gulf Coast WDA,9,3/22/2020,4/8/2020,Baytown
3/23/2020,Take 5 Department 106,Montgomery,Gulf Coast WDA,4,3/22/2020,4/7/2020,Conroe
3/23/2020,Eveti Production Facility,Travis,Capital Area WDA,48,3/23/2020,4/7/2020,Austin
3/23/2020,Hooters - Beltline Rd.,Dallas,Dallas County WDA,36,3/16/2020,4/14/2020,Addison
3/23/2020,Take 5 Department 549,Fort Bend,Gulf Coast WDA,3,3/22/2020,4/8/2020,Rosenberg
3/23/2020,Hooters - Ingram Rd.,Bexar,Alamo WDA,59,3/16/2020,4/14/2020,San Antonio
3/23/2020,Hooters - San Pedro,Bexar,Alamo WDA,46,3/16/2020,4/14/2020,San Antonio
3/23/2020,Hooters - Commerce St.,Bexar,Alamo WDA,35,3/16/2020,4/14/2020,San Antonio
3/23/2020,Hooters -  Selma,Bexar,Alamo WDA,36,3/16/2020,4/14/2020,Selma
3/23/2020,Hooters - Rudder Fwy,Brazos,Brazos Valley WDA,53,3/16/2020,4/14/2020,Bryan
3/23/2020,Hooters - Bass Pro Dr.,Cameron,Cameron County WDA,61,3/16/2020,4/14/2020,Harlingen
3/23/2020,Take 5 Department 530,Collin,North Central Texas WDA,8,3/22/2020,4/14/2020,Murphy
3/23/2020,Hooters - S. Padre Island Dr,Nueces,Coastal Bend WDA,51,3/16/2020,4/14/2020,Corpus Christi
3/23/2020,Hooters - Wurbach Rd.,Bexar,Alamo WDA,40,3/16/2020,4/14/2020,San Antonio
3/23/2020,Hooters - N. Lamar,Dallas,Dallas County WDA,80,3/16/2020,4/14/2020,Dallas
3/23/2020,Hooters - N. Bass Pro Dr.,Dallas,Dallas County WDA,42,3/16/2020,4/14/2020,Garland
3/23/2020,Hooters - IH 20 West,Dallas,Dallas County WDA,66,3/16/2020,4/14/2020,Grand Prairie
3/23/2020,Hooters - N. Beltline,Dallas,Dallas County WDA,50,3/16/2020,4/14/2020,Irving
3/23/2020,Hooters - Market Place Blvd.,Dallas,Dallas County WDA,36,3/16/2020,4/14/2020,Irving
3/23/2020,Hooters - Towne Crossing Blvd.,Dallas,Dallas County WDA,58,3/16/2020,4/14/2020,Mesquite
3/23/2020,Take 5 Department 184,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio
3/23/2020,Hooters - Sherwood Way,Tom Green,Concho Valley WDA,47,3/13/2020,4/14/2020,San Angelo
3/23/2020,Take 5 Department 194,Bexar,Alamo WDA,6,3/22/2020,4/14/2020,Schertz
3/23/2020,Take 5 Department 185,Bexar,Alamo WDA,7,3/22/2020,4/13/2020,Universal City
3/23/2020,Take 5 Department 186,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,Live Oak
3/23/2020,Take 5 Department 187,Bexar,Alamo WDA,4,,4/13/2020,Converse
3/23/2020,Take 5 Department 188,Bexar,Alamo WDA,4,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 189,Comal,Alamo WDA,8,3/22/2020,4/13/2020,New Braunfels
3/23/2020,Take 5 Department 190,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 191,Bexar,Alamo WDA,6,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 49,Dallas,Dallas County WDA,5,3/22/2020,4/14/2020,Dallas
3/23/2020,Take 5 Department 193,Comal,Alamo WDA,9,3/22/2020,4/13/2020,Canyon Lake
3/23/2020,Hooters - Heards Ln.,Galveston,Gulf Coast WDA,63,3/16/2020,4/14/2020,Galveston
3/23/2020,Take 5 Department 195,Kendall,Alamo WDA,1,3/22/2020,4/14/2020,Boerne
3/23/2020,Take 5 Department 196,Bexar,Alamo WDA,6,3/22/2020,4/14/2020,San Antonio
3/23/2020,Take 5 Department 197,Bexar,Alamo WDA,5,3/22/2020,4/14/2020,Helotes
3/23/2020,Take 5 Department 505,Johnson,North Central Texas WDA,3,3/22/2020,4/14/2020,Burleson
3/23/2020,Hooters,Bexar,Alamo WDA,52,3/16/2020,4/14/2020,Kirby
3/23/2020,Take 5 Department 506,Dallas,Dallas County WDA,5,3/22/2020,4/14/2020,Cedar Hill
3/23/2020,Take 5 Department 509,Palo Pinto,North Central Texas WDA,5,3/22/2020,4/14/2020,Mineral Wells
3/23/2020,Take 5 Department 192,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio
3/23/2020,Hooters - Preston Rd.,Collin,North Central Texas WDA,26,3/16/2020,4/15/2020,Frisco
3/23/2020,Hooters - FM 1960,Fort Bend,Gulf Coast WDA,28,3/31/2020,4/14/2020,Houston
3/23/2020,Hooters - SW Blvd.,Tarrant,Tarrant County WDA,20,3/16/2020,4/15/2020,Fort Worth
3/23/2020,Hooters - Throckmorton,Tarrant,Tarrant County WDA,50,3/16/2020,4/15/2020,Fort Worth
3/23/2020,Hooters - Crossroads,Tarrant,Tarrant County WDA,49,3/16/2020,4/15/2020,Grapevine
3/23/2020,Hooters - Grapevine Hwy,Tarrant,Tarrant County WDA,50,3/16/2020,4/15/2020,Richland Hills
3/23/2020,Hooters - Sunmount,El Paso,Borderplexjobs WDA,75,3/16/2020,4/15/2020,El Paso
3/23/2020,Hooters - State Line,Bowie,North East Texas WDA,33,3/16/2020,4/15/2020,Texarkana
3/23/2020,Hooters - N. Collins,Tarrant,Tarrant County WDA,64,3/16/2020,4/15/2020,Arlington
3/23/2020,Hooters - Uptown,Dallas,North Central Texas WDA,45,3/16/2020,4/15/2020,Cedar Hill
3/23/2020,Hooters - Overland Trl,Jones,West Central WDA,40,3/16/2020,4/15/2020,Abilene
3/23/2020,Hooters - Plano,Collin,North Central Texas WDA,36,3/16/2020,4/15/2020,Plano
3/23/2020,Hooters - Call Field Rd.,Archer,North Texas WDA,31,3/16/2020,4/15/2020,Wichita Falls
3/23/2020,Hooters - Denton,Denton,North Central Texas WDA,54,3/16/2020,4/15/2020,Denton
3/23/2020,Hooters - S. Stemmons,Denton,North Central Texas WDA,51,3/16/2020,4/15/2020,Lewisville
3/23/2020,Hooters - N. Central Exwy,Collin,North Central Texas WDA,37,3/16/2020,4/15/2020,McKinney
3/23/2020,Alsco-Center Branch,Harris,Gulf Coast WDA,1,4/6/2020,4/27/2020,Houston
3/23/2020,Holiday Inn-Austin,Travis,Capital Area WDA,67,3/23/2020,4/30/2020,Austin
3/23/2020,Hooters - East Expressway,Hidalgo,Lower Rio Grande Valley WDA,50,3/16/2020,4/15/2020,McAllen
3/23/2020,Hooters - Jack Kultgen Fwy,McLennan,Heart of Texas WDA,36,3/16/2020,4/14/2020,Waco
3/23/2020,Hooters - Tombail Fwy,Fort Bend,Gulf Coast WDA,37,3/16/2020,4/14/2020,Houston
3/23/2020,Hooters - Katy Fwy,Fort Bend,Gulf Coast WDA,531,3/16/2020,4/14/2020,Katy
3/23/2020,Hooters - Hwy 59 North,Harris,Gulf Coast WDA,53,3/16/2020,4/14/2020,Humble
3/23/2020,Hooters - Sam Houston,Harris,Gulf Coast WDA,62,3/16/2020,4/14/2020,Pasadena
3/23/2020,Hooters - South Fwy,Brazoria,Gulf Coast WDA,51,3/16/2020,4/14/2020,Pearland
3/23/2020,Hooters - NASA Rd.,Harris,Gulf Coast WDA,44,3/16/2020,4/14/2020,Seabrook
3/23/2020,Hooters - Gulf Fwy,Harris,Gulf Coast WDA,46,3/16/2020,4/14/2020,Webster
3/23/2020,Hooters - West I-20,Tarrant,Tarrant County WDA,60,3/16/2020,4/15/2020,Arlington
3/23/2020,Take 5 Department 110,Brazos,Brazos Valley WDA,4,3/22/2020,4/14/2020,Bryan
3/23/2020,Hooters - 4710 I-0 East,Harris,Gulf Coast WDA,46,3/16/2020,4/14/2020,Baytown
3/23/2020,Hooters - 40 West,Potter,Panhandle WDA,47,3/16/2020,4/15/2020,Amarillo
3/23/2020,Hooters - S.W. Fwy,Fort Bend,Gulf Coast WDA,45,3/16/2020,4/15/2020,Stafford
3/23/2020,Hooters - 850 I-10,Jefferson,South East Texas WDA,37,3/16/2020,4/15/2020,Beaumont
3/23/2020,Hooters - San Bernardo,Webb,South Texas WDA,39,3/16/2020,4/15/2020,Laredo
3/23/2020,Hooters - John Ben Shepperd Pkwy.,Ector,Permian Basin WDA,69,3/16/2020,4/15/2020,Odessa
3/23/2020,Hooters - 27001 H35,Williamson,Rural Capital WDA,80,3/16/2020,4/15/2020,Round Rock
3/23/2020,Hooters - San Marcos,Hays,Rural Capital WDA,61,3/16/2020,4/15/2020,San Marcos
3/23/2020,Houston Marriott Westchase,Harris,Gulf Coast WDA,175,3/20/2020,4/14/2020,Houston
3/23/2020,Take 5 Department 503,Johnson,Tarrant County WDA,3,3/22/2020,4/10/2020,Burleson
3/23/2020,Tske 5 Department 510,Tarrant,Tarrant County WDA,3,3/22/2020,4/10/2020,Bedford
3/23/2020,Take 5 Department 435,Tarrant,Tarrant County WDA,7,3/23/2020,4/10/2020,Saginaw
3/23/2020,Take 5 Department 436,Montgomery,Gulf Coast WDA,3,3/22/2020,4/10/2020,Magnolia
3/23/2020,Take 5 Department 441,Lubbock,South Plains WDA,5,3/22/2020,4/10/2020,Lubbock
3/23/2020,Take 5 Department 442,Lubbock,South Plains WDA,10,3/22/2020,4/10/2020,Lubbock
3/23/2020,Take 5 Department 444,Lubbock,South Plains WDA,6,3/22/2020,4/10/2020,Lubbock
3/23/2020,Take 5 Department 433,Harris,Gulf Coast WDA,4,3/22/2020,4/10/2020,Tomball
3/23/2020,Take 5 Department 502,Tarrant,Tarrant County WDA,4,3/22/2020,4/10/2020,Arlington
3/23/2020,Take 5 Department 425,Tarrant,Tarrant County WDA,9,3/22/2020,4/10/2020,Fort Worth
3/23/2020,Take 5 Department 57,Dallas,Dallas County WDA,5,3/22/2020,4/8/2020,Dallas
3/23/2020,Chalk Mountain Services of Texas LLC,Winkler,Permian Basin WDA,46,3/23/2020,4/13/2020,Kermit
3/23/2020,Take 5 Department 61,Dallas,Dallas County WDA,7,3/22/2020,4/9/2020,Dallas
3/23/2020,Take 5 Department 500,Parker,North Central Texas WDA,3,3/22/2020,4/10/2020,Aledo
3/23/2020,Rabalais I & E,Galveston,Gulf Coast WDA,110,3/23/2020,4/13/2020,Texas City
3/23/2020,US Steel Tubular - Lone Star Tubualr,Morris,North East Texas WDA,593,5/24/2020,4/13/2020,Lone Star
3/23/2020,OTG Management,Harris,Gulf Coast WDA,353,3/16/2020,4/13/2020,Houston
3/23/2020,Take 5 Department 501,Tarrant,Tarrant County WDA,4,3/22/2020,4/10/2020,Arlington
3/23/2020,Take 5 Department 206,Travis,Capital Area WDA,7,3/22/2020,4/9/2020,Pflugerville
3/23/2020,Take 5 Department 58,Dallas,Dallas County WDA,8,3/22/2020,4/9/2020,Dallas
3/23/2020,Hooters - Hwy 6 South,Fort Bend,Gulf Coast WDA,31,3/16/2020,4/14/2020,Houston
3/23/2020,Take 5 Department 183,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 62,Dallas,Dallas County WDA,6,3/22/2020,4/9/2020,Garland
3/23/2020,Take 5 Deaprtment 63,Dallas,Dallas County WDA,8,3/22/2020,4/9/2020,Dallas
3/23/2020,Take 5 Department 68,Dallas,Dallas County WDA,5,3/22/2020,4/9/2020,Richardson
3/23/2020,Take 5 Department 554,Harris,Gulf Coast WDA,6,3/22/2020,4/9/2020,Katy
3/23/2020,Take 5 Department 96,Tarrant,Tarrant County WDA,8,3/22/2020,4/9/2020,Fort Worth
3/23/2020,Chalk Montain Services of Texas LLC - Pleasanton,Atascosa,Alamo WDA,219,4/6/2020,4/13/2020,Pleasanton
3/23/2020,Take 5 Department 209,Hays,Rural Capital WDA,8,3/22/2020,4/9/2020,San Marcos
3/23/2020,Take 5 Department 212,Bell,Central Texas WDA,3,3/22/2020,4/9/2020,Temple
3/23/2020,Take 5 Department 276,Bell,Central Texas WDA,8,3/22/2020,4/10/2020,Killeen
3/23/2020,Take 5 Department 241,Travis,Capital Area WDA,5,3/22/2020,4/10/2020,Austin
3/23/2020,Take 5 Department 244,Travis,Capital Area WDA,7,3/22/2020,4/10/2020,Austin
3/23/2020,Take 5 Department 405,Bexar,Alamo WDA,4,3/22/2020,4/10/2020,San Antonio
3/23/2020,Take 5 Department 421,Collin,North Central Texas WDA,6,3/22/2020,4/10/2020,Plano
3/23/2020,Take 5 Department 79,Harris,Gulf Coast WDA,3,3/22/2020,4/9/2020,Spring
3/23/2020,Take 5 Department 550,Harris,Gulf Coast WDA,4,3/22/2020,4/9/2020,Houston
3/23/2020,Take 5 Department 598,Potter,Panhandle WDA,4,3/22/2020,4/10/2020,Amarillo
3/23/2020,Take 5 Department 513,Andrews,Permian Basin WDA,3,3/22/2020,4/10/2020,Andrews
3/23/2020,Take 5 Department 70,Denton,North Central Texas WDA,6,3/22/2020,4/10/2020,Plano
3/23/2020,Take 5 Department 504,Johnson,North Central Texas WDA,6,3/22/2020,4/10/2020,Burleson
3/23/2020,Take 5 Department 72,Bowie,North East Texas WDA,4,3/22/2020,4/13/2020,Texarkana
3/23/2020,Take 5 Department 208,Denton,North Central Texas WDA,4,3/22/2020,4/10/2020,Lewisville
3/23/2020,Take 5 Department 202,Hays,Rural Capital WDA,6,3/22/2020,4/10/2020,San Marcos
3/23/2020,Take 5 Department 596,Bexar,Alamo WDA,3,3/22/2020,4/10/2020,San Antonio
3/23/2020,Take 5 Department 201,Bexar,Alamo WDA,4,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 69,Denton,North Central Texas WDA,4,3/22/2020,4/10/2020,Plano
3/23/2020,Take 5 Department 177,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio
3/23/2020,America's Auto Auction,Montgomery,Gulf Coast WDA,17,3/17/2020,4/13/2020,Conroe
3/23/2020,America's Auto Auction - Almeda-Genoa Rd,Fort Bend,Gulf Coast WDA,58,3/17/2020,4/13/2020,Houston
3/23/2020,America's Auton Auction - Almed-Genoa Rd.,Dallas,Dallas County WDA,10,3/17/2020,4/13/2020,Irving
3/23/2020,Take 5 Department 178,Bexar,Alamo WDA,2,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 180,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 181,Bexar,Alamo WDA,10,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 182,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio
3/23/2020,Take 5 Department 200,Comal,Alamo WDA,4,3/22/2020,4/13/2020,Spring Branch
3/23/2020,Take 5 Department 519,Ector,Permian Basin WDA,9,3/22/2020,4/10/2020,Odessa
3/23/2020,Take 5 Department 514,Howard,Permian Basin WDA,4,3/22/2020,4/10/2020,Big Spring
3/23/2020,Take 5 Department 515,Midland,Permian Basin WDA,5,3/22/2020,4/10/2020,Midland
3/23/2020,Take 5 Department 516,Midland,Permian Basin WDA,7,3/22/2020,4/10/2020,Midland
3/23/2020,Take 5 Department 517,Midland,Permian Basin WDA,6,3/22/2020,4/10/2020,Midland
3/23/2020,Take 5 Department 518,Ector,Permian Basin WDA,5,3/22/2020,4/10/2020,Odessa
3/23/2020,Take 5 Department 59,Dallas,Dallas County WDA,5,3/22/2020,4/10/2020,Dallas
3/23/2020,Take 5 Department 520,Randall,Panhandle WDA,5,3/22/2020,4/10/2020,Canyon
3/23/2020,Take 5 Department 521,Deaf Smith,Panhandle WDA,4,3/22/2020,4/10/2020,Hereford
3/23/2020,Take 5 Department 522,Lubbock,South Plains WDA,6,3/22/2020,4/10/2020,Lubbock
3/23/2020,Take 5 Department 523,Hale,South Plains WDA,4,3/22/2020,4/10/2020,Plainview
3/23/2020,Take 5 Department 524,Taylor,West Central WDA,6,3/22/2020,4/10/2020,Abilene
3/23/2020,Take 5 Department 525,Lubbock,South Plains WDA,3,3/22/2020,4/10/2020,Lubbock
3/23/2020,Take 5 Department 526,Lubbock,South Plains WDA,4,3/22/2020,4/10/2020,Lubbock
3/23/2020,Take 5 Department 529,Lubbock,South Plains WDA,4,3/22/2020,4/10/2020,Lubbock
3/23/2020,Take 5 Department 552,Harris,Gulf Coast WDA,6,3/22/2020,4/9/2020,Baytown
3/22/2020,Vacation Publications dba Vacations To,Harris,Gulf Coast WDA,325,3/6/2020,3/25/2020,Houston
3/22/2020,CBC Restaurant Corp. dba Corner Bakery Café,Dallas,Dallas County WDA,67,3/29/2020,4/1/2020,Dallas
3/21/2020,Wyndham San Antonio Riverwalk,Bexar,Alamo WDA,141,3/23/2020,3/25/2020,San Antonio
3/21/2020,Embassy Suites-San Antonio,Bexar,Alamo WDA,41,3/23/2020,3/25/2020,San Antonio
3/21/2020,Marriott Dallas Addison Quorum by the Galleria,Dallas,Dallas County WDA,79,3/23/2020,3/25/2020,Dallas
3/21/2020,Marriott Odessa Hotel,Ector,Permian Basin WDA,127,3/24/2020,3/25/2020,Odessa
3/21/2020,Austin Hotel and Residences,Travis,Capital Area WDA,210,3/23/2020,3/25/2020,Austin
3/20/2020,Warwick Melrose Hotel,Dallas,Dallas County WDA,113,3/22/2020,3/25/2020,Dallas
3/20/2020,Sheraton Ft. Worth,Tarrant,Tarrant County WDA,164,3/20/2020,3/25/2020,Ft. Worth
3/20/2020,Virgin Hotels Dallas,Dallas,Dallas County WDA,199,3/20/2020,3/20/2020,Dallas
3/20/2020,FTS International Services-Odessa,Ector,Permian Basin WDA,207,3/20/2020,3/20/2020,Odessa
3/20/2020,Sydell Hotels LLC,Travis,Capital Area WDA,181,3/16/2020,3/20/2020,Austin
3/20/2020,Hilton Lincoln Center,Dallas,Dallas County WDA,97,3/25/2020,3/25/2020,Dallas
3/20/2020,Tapatio Springs Resort,Kendall,Alamo WDA,58,3/23/2020,3/25/2020,Boerne
3/20/2020,Sport Clips,Williamson,Rural Capital WDA,66,3/23/2020,3/25/2020,Georgetown
3/20/2020,Benchmark Hospitality of Corpus Christi,Nueces,Coastal Bend WDA,115,3/21/2020,3/25/2020,Corpus Ch
3/20/2020,SA Burger,Hays,Rural Capital WDA,5,3/20/2020,3/25/2020,San Marcos
3/20/2020,Rio Plaza,Bexar,Alamo WDA,3,3/20/2020,3/25/2020,San Antonio
3/20/2020,Mule Restaurant Group,Bexar,Alamo WDA,147,3/20/2020,3/25/2020,San Antonio
3/20/2020,Four Seasons Hotel-Austin,Travis,Capital Area WDA,369,3/23/2020,3/30/2020,Austin
3/20/2020,Hilton-Arlington,Tarrant,Tarrant County WDA,83,3/20/2020,4/13/2020,Arlington
3/19/2020,Marriott Austin South,Travis,Capital Area WDA,69,3/20/2020,3/19/2020,Austin
3/19/2020,El Fenix,Dallas,Dallas County WDA,70,3/16/2020,3/25/2020,Dallas
3/19/2020,Apache Corp.-Midland,Midland,Permian Basin WDA,85,3/18/2020,3/19/2020,Midland
3/19/2020,Punch Bowl Social,Dallas,Dallas County WDA,93,3/16/2020,3/19/2020,Dallas
3/19/2020,Punch Bowl Social-Domain,Travis,Capital Area WDA,92,3/16/2020,3/19/2020,Austin
3/19/2020,Tenaris-IPSCO Koppel Tubulars,Harris,Gulf Coast WDA,223,4/17/2020,3/19/2020,Baytown
3/19/2020,Texas Central School Bus,Tarrant,Tarrant County WDA,309,3/17/2020,3/19/2020,Keller
3/19/2020,Sheraton Suites Market Center,Dallas,Dallas County WDA,56,3/23/2020,3/25/2020,Dallas
3/19/2020,Punch Bowl Social-Congress,Travis,Capital Area WDA,130,3/16/2020,3/19/2020,Austin
3/19/2020,FTS International Services-Pleasnton,Atascosa,Alamo WDA,207,3/19/2020,3/19/2020,Pleasanton
3/19/2020,Uncle Julio's-Dallas,Dallas,Dallas County WDA,82,3/19/2020,4/15/2020,Dallas
3/18/2020,Haliburton Energy Services-N. Sam Houston,Harris,Gulf Coast WDA,3500,3/23/2020,3/18/2020,Houston
3/17/2020,FTS International Services,Tarrant,Tarrant County WDA,35,3/17/2020,3/17/2020,Ft. Worth
3/17/2020,Four Seasons Resort,Dallas,Dallas County WDA,100,3/17/2020,3/17/2020,Irving
3/17/2020,Ra Sushi Addison Corp,Dallas,Dallas County WDA,36,3/7/2020,4/8/2020,Addison
3/16/2020,Schulte Companies-NE Loop 410,Bexar,Alamo WDA,27,3/16/2020,4/8/2020,San Antonio
3/16/2020,Alamo Drafthouse-Katy,Fort Bend,Gulf Coast WDA,121,3/16/2020,4/14/2020,Katy
3/16/2020,Alamo Drafthouse-Lubbock,Lubbock,South Plains WDA,121,3/16/2020,3/31/2020,Lubbock
3/16/2020,Pappadeaux Seafood Kitchen 04,Harris,Gulf Coast WDA,100,,4/13/2020,Houston
3/16/2020,Aramark Educational Services of TX,Bexar,Alamo WDA,420,3/16/2020,4/7/2020,San Antonio
3/16/2020,Alamo Drafthouse - El Paso,El Paso,Borderplexjobs WDA,116,3/16/2020,3/30/2020,El Paso
3/13/2020,"Hohmann & Barnard, Inc.",Tarrant,Tarrant County WDA,13,6/26/2020,3/13/2020,Fort Worth
3/13/2020,M&M Manufacturing,Tarrant,Tarrant County WDA,43,5/15/2020,3/13/2020,Fort Worth
3/10/2020,SXSW,Travis,Capital Area WDA,60,3/6/2020,3/10/2020,Austin
3/9/2020,"Cargo Leasing Services, LLC",Bexar,Alamo WDA,60,5/8/2020,3/9/2020,San Antonio
3/6/2020,"Aryzta, LLC",Travis,Capital Area WDA,95,3/6/2020,3/6/2020,Austin
3/5/2020,Concentrix CVG,Webb,South Texas WDA,135,5/4/2020,3/5/2020,Laredo
3/3/2020,USAA - San Antonio,Bexar,Alamo WDA,26,5/4/2020,3/4/2020,San Antonio
2/28/2020,"NortonLifeLock, Inc.",Collin,North Central Texas WDA,2,4/20/2020,3/5/2020,Plano
2/26/2020,Windhaven Insurance-Dallas,Dallas,Dallas County WDA,96,2/28/2020,2/26/2020,Dallas
2/25/2020,TPC Group's,Jefferson,South East Texas WDA,100,4/30/2020,2/27/2020,Port Neches
2/25/2020,Bellaire Medical Center-Cornerstone Specialty Hospitals,Harris,Gulf Coast WDA,126,4/25/2020,2/25/2020,Houston
2/25/2020,King's Manor Methodist Retirement System-Westgate Nursing Home,Deaf Smith,Panhandle WDA,70,4/27/2020,2/25/2020,Hereford
2/25/2020,Windhaven Insurance-Austin,Travis,Capital Area WDA,35,2/28/2020,2/26/2020,Austin
2/21/2020,Blue Apron- Arlington,Tarrant,Tarrant County WDA,254,4/20/2020,2/21/2020,Arlington
2/19/2020,AmerisourceBergen-PharMedium Healthcare,Fort Bend,Gulf Coast WDA,365,4/20/2020,2/19/2020,Sugar Land
2/18/2020,"Alta Mesa Services, LP",Harris,Gulf Coast WDA,91,2/18/2020,2/18/2020,Houston
2/12/2020,Railcrew Xpress-RCX Logistics-Austin,Travis,Capital Area WDA,88,4/12/2020,2/12/2020,Austin
2/12/2020,XPO Logistics-Ft Worth,Denton,North Central Texas WDA,304,4/12/2020,2/12/2020,Ft. Worth
2/12/2020,Railcrew Express-RCX Logistics,Harris,Gulf Coast WDA,110,4/12/2020,2/12/2020,Houston
2/5/2020,Watson Grinding and Manufacturing,Harris,Gulf Coast WDA,88,1/24/2020,2/5/2020,Houston
2/4/2020,Transform SR LLC #01377-and #06222 Formally Sears,Harris,Gulf Coast WDA,77,4/12/2020,2/21/2020,Houston
2/3/2020,Waitr and Bite Squad,Jefferson,South East Texas WDA,219,4/6/2020,2/4/2020,Beaumont
1/31/2020,TTEC - Ennis,Ellis,North Central Texas WDA,50,3/28/2020,2/3/2020,Ennis
1/31/2020,Gulf Stream Marine - Industrial Terminal Facility,Harris,Gulf Coast WDA,210,3/31/2020,2/3/2020,Houston
1/30/2020,Coca Cola-Southwest Beverages-Nacogdoches,Nacogdoches,Deep East Texas WDA,74,4/3/2020,1/31/2020,Nacogdoches
1/29/2020,"Sheridan Production Company, LLC",Andrews,Permian Basin WDA,116,3/31/2020,1/29/2020,Andrews
1/28/2020,At Home with Shanel,Collin,North Central Texas WDA,1,2/28/2020,1/28/2020,Plano
1/27/2020,Sheridan Production Co.-Houston,Harris,Gulf Coast WDA,130,3/31/2020,2/7/2020,Houston
1/21/2020,Concentrix CVG CORP,Gregg,East Texas WDA,127,3/27/2020,1/28/2020,Longview
1/15/2020,Comcast-Technician Logistics Center,Harris,Gulf Coast WDA,58,4/17/2020,1/24/2020,Houston
1/15/2020,Belk-Dallas Galleria,Dallas,Dallas County WDA,68,3/21/2020,1/15/2020,Dallas
1/15/2020,Kindred Hospital Spring,Harris,Gulf Coast WDA,160,3/17/2020,1/15/2020,Houston
1/15/2020,Kindred Hospital-Ft. Worth,Tarrant,Tarrant County WDA,180,3/15/2020,1/15/2020,Ft. Worth
1/15/2020,Kindred Hospital-Dallas,Dallas,Dallas County WDA,201,3/15/2020,1/15/2020,Dallas
1/13/2020,Fluor - Glen Rose,Somervell,North Central Texas WDA,70,1/30/2020,1/13/2020,Glen Rose
1/8/2020,Kindred Hospital-Bay Area,Harris,Gulf Coast WDA,137,3/8/2020,1/8/2020,Pasadena
1/8/2020,Kindred Hospital-Tomball,Harris,Gulf Coast WDA,147,3/8/2020,1/8/2020,Tomball
1/8/2020,Triumph Hospital - The Heights,Harris,Gulf Coast WDA,138,3/8/2020,1/8/2020,Houston
1/6/2020,Apache Corp-San Antonio,Bexar,Alamo WDA,272,3/6/2020,1/6/2020,San Antonio
1/6/2020,"Valerus Field Solutions, LP",Austin,Gulf Coast WDA,250,3/7/2020,1/7/2020,Sealy
1/3/2020,"Fleetwood Transportation Services, Inc.& Fleetwood Logistics",Angelina,Deep East Texas WDA,49,12/31/2019,1/3/2020,Burke
